DATE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection
1/5/2016 16:56,CLR:00,10,22,17,-2,35,3,200
1/5/2016 17:56,CLR:00,10,19,15,-1,41,0,0
1/5/2016 18:56,CLR:00,10,15,13,6,67,3,230
1/5/2016 19:56,CLR:00,10,15,12,3,59,0,0
1/5/2016 20:56,CLR:00,10,13,11,3,64,3,310
1/5/2016 21:56,CLR:00,10,15,12,3,59,3,270
1/5/2016 22:56,CLR:00,10,15,12,2,56,3,250
1/5/2016 23:56,CLR:00,10,12,10,4,70,0,0
1/5/2016 23:59,,,,,,,,
1/6/2016 0:56,CLR:00,10,16,13,2,54,6,230
1/6/2016 1:56,CLR:00,10,16,13,2,54,5,240
1/6/2016 2:56,CLR:00,10,12,10,5,73,3,260
1/6/2016 3:56,CLR:00,10,12,10,5,73,0,0
1/6/2016 4:56,CLR:00,10,11,9,3,70,0,0
1/6/2016 5:56,CLR:00,10,12,10,2,64,5,230
1/6/2016 6:56,CLR:00,10,11,10,5,77,0,0
1/6/2016 7:56,CLR:00,10,15,12,3,59,3,50
1/6/2016 8:56,CLR:00,10,24,19,5,44,6,220
1/6/2016 9:56,CLR:00,10,30,22,0,27,7,240
1/6/2016 10:56,CLR:00,10,36,26,-3,19,13,250
1/6/2016 11:56,CLR:00,10,40,29,-3,16,10,250
1/6/2016 12:56,SCT:04 250,10,43,30,-4,13,9,250
1/6/2016 13:56,CLR:00,10,44,31,-7,11,7,240
1/6/2016 14:56,SCT:04 250,10,43,30,-4,13,8,240
1/6/2016 15:56,FEW:02 250,10,40,29,-1,18,6,210
1/6/2016 16:56,CLR:00,10,36,27,3,25,3,180
1/6/2016 17:56,CLR:00,10,32,24,2,27,5,220
1/6/2016 18:56,CLR:00,10,31,23,1,28,5,210
1/6/2016 19:56,CLR:00,10,31,23,-2,24,5,210
1/6/2016 20:56,CLR:00,10,28,21,-1,28,5,220
1/6/2016 21:56,CLR:00,10,28,22,3,34,3,210
1/6/2016 22:56,CLR:00,10,29,22,4,34,7,240
1/6/2016 23:56,CLR:00,10,28,22,4,35,7,230
1/6/2016 23:59,,,,,,,,
1/7/2016 0:56,CLR:00,10,25,20,4,40,5,230
1/7/2016 1:56,CLR:00,10,19,16,7,59,0,0
1/7/2016 2:56,CLR:00,10,18,16,9,68,0,0
1/7/2016 3:56,CLR:00,10,16,14,9,74,0,0
1/7/2016 4:56,CLR:00,10,15,13,8,74,0,0
1/7/2016 5:56,CLR:00,10,15,13,8,74,0,0
1/7/2016 6:56,CLR:00,10,14,13,10,84,0,0
1/7/2016 7:56,FEW:02 200,10,16,14,9,74,0,0
1/7/2016 8:56,CLR:00,10,24,21,15,68,0,0
1/7/2016 9:56,SCT:04 250,10,30,24,11,45,0,0
1/7/2016 10:56,CLR:00,10,35,28,12,38,0,0
1/7/2016 11:56,CLR:00,10,38,29,7,27,3,330
1/7/2016 12:56,CLR:00,10,40,30,5,23,3,360
1/7/2016 13:56,CLR:00,10,40,30,6,24,5,50
1/7/2016 14:56,BKN:07 250,10,38,29,7,27,0,0
1/7/2016 15:56,CLR:00,10,37,29,14,39,8,100
1/7/2016 16:56,CLR:00,10,31,26,15,52,0,0
1/7/2016 17:56,CLR:00,10,23,20,14,68,0,0
1/7/2016 18:56,CLR:00,10,24,21,14,65,0,0
1/7/2016 19:56,CLR:00,10,23,20,14,68,0,0
1/7/2016 20:56,CLR:00,10,19,18,15,84,0,0
1/7/2016 21:56,CLR:00,10,21,20,16,81,0,0
1/7/2016 22:56,CLR:00,10,19,18,15,84,0,0
1/7/2016 23:56,CLR:00,10,18,17,14,84,0,0
1/7/2016 23:59,,,,,,,,
1/8/2016 0:56,CLR:00,10,18,17,14,84,0,0
1/8/2016 1:31,BKN:07 25,10,18,17,14,84,0,0
1/8/2016 1:56,OVC:08 25,10,19,18,15,84,0,0
1/8/2016 2:56,BKN:07 27,10,23,21,18,81,0,0
1/8/2016 3:05,SCT:04 27,10,22,21,18,85,0,0
1/8/2016 3:56,CLR:00,10,19,18,17,92,0,0
1/8/2016 4:56,CLR:00,10,23,22,19,85,0,0
1/8/2016 5:56,CLR:00,10,24,22,19,81,0,0
1/8/2016 6:54,BKN:07 28,10,19,19,18,93,3,300
1/8/2016 6:56,BKN:07 28,10,20,19,17,89,0,0
1/8/2016 7:35,BKN:07 30,10,24,22,18,77,0,0
1/8/2016 7:56,OVC:08 30,10,24,23,20,84,0,0
1/8/2016 8:03,OVC:08 29,10,25,23,20,81,0,0
1/8/2016 8:16,OVC:08 30,10,26,24,19,75,0,0
1/8/2016 8:56,BKN:07 30,10,28,26,21,75,0,0
1/8/2016 9:03,OVC:08 28,10,29,27,22,75,3,320
1/8/2016 9:56,OVC:08 29,10,31,29,24,76,6,10
1/8/2016 10:56,OVC:08 26,10,33,30,25,72,3,360
1/8/2016 11:56,SCT:04 13 OVC:08 25,10,34,31,26,73,7,350
1/8/2016 12:08,BKN:07 13 OVC:08 23,10,35,32,27,72,6,340
1/8/2016 12:15,FEW:02 13 OVC:08 26,10,35,32,27,72,5,350
1/8/2016 12:56,OVC:08 26,10,36,33,29,76,3,30
1/8/2016 13:56,BKN:07 15 BKN:07 21 OVC:08 27,10,36,34,30,79,8,40
1/8/2016 14:56,OVC:08 22,10,36,34,30,79,6,30
1/8/2016 15:56,OVC:08 24,10,36,34,30,79,5,20
1/8/2016 16:56,OVC:08 23,10,35,33,30,82,3,20
1/8/2016 17:56,OVC:08 21,10,35,33,30,82,6,20
1/8/2016 18:56,OVC:08 24,10,36,34,30,79,5,20
1/8/2016 19:56,OVC:08 23,10,36,34,30,79,5,10
1/8/2016 20:56,OVC:08 23,10,35,33,30,82,3,20
1/8/2016 21:56,OVC:08 19,10,36,34,30,79,7,40
1/8/2016 22:56,OVC:08 19,10,37,34,30,76,7,50
1/8/2016 23:56,OVC:08 18,10,37,35,31,79,3,30
1/8/2016 23:59,,,,,,,,
1/9/2016 0:56,OVC:08 18,10,36,34,31,82,5,40
1/9/2016 1:56,OVC:08 19,10,36,34,31,82,6,40
1/9/2016 2:56,OVC:08 20,10,36,34,31,82,3,60
1/9/2016 3:56,OVC:08 23,10,36,34,31,82,3,30
1/9/2016 4:56,SCT:04 20 OVC:08 25,10,34,32,30,85,0,0
1/9/2016 5:56,OVC:08 21,10,35,33,31,85,0,0
1/9/2016 6:56,BKN:07 19 OVC:08 29,10,34,33,32,92,5,310
1/9/2016 7:56,OVC:08 15,5,34,34,33,97,0,0
1/9/2016 8:03,SCT:04 4 OVC:08 15,4,34,34,33,97,3,360
1/9/2016 8:15,BKN:07 4 OVC:08 15,4,35,34,33,93,0,0
1/9/2016 8:56,OVC:08 4,3,35,35,34,96,0,0
1/9/2016 9:56,OVC:08 3,3,36,35,34,93,3,350
1/9/2016 10:56,OVC:08 3,3,37,36,35,93,5,330
1/9/2016 11:03,OVC:08 5,6,37,36,35,93,5,330
1/9/2016 11:24,OVC:08 4,6,36,36,35,97,5,340
1/9/2016 11:56,OVC:08 4,3,37,36,35,93,7,340
1/9/2016 12:54,OVC:08 5,9,37,37,36,93,0,0
1/9/2016 12:56,OVC:08 5,9,37,36,35,93,0,0
1/9/2016 13:54,OVC:08 4,3,37,37,36,93,5,40
1/9/2016 13:56,OVC:08 4,3,37,36,35,93,5,40
1/9/2016 14:07,OVC:08 5,6,37,36,35,93,6,50
1/9/2016 14:56,OVC:08 5,6,38,37,36,93,6,30
1/9/2016 15:56,OVC:08 5,3,37,36,35,93,5,40
1/9/2016 16:21,OVC:08 4,5,37,36,35,93,5,50
1/9/2016 16:51,OVC:08 4,2,36,36,36,100,0,0
1/9/2016 16:56,OVC:08 4,2,36,36,35,97,0,0
1/9/2016 17:51,OVC:08 3,1,36,36,36,100,0,0
1/9/2016 17:56,OVC:08 3,1,36,36,35,97,0,0
1/9/2016 18:03,OVC:08 3,3,36,36,35,97,0,0
1/9/2016 18:08,OVC:08 3,1,36,36,35,97,0,0
1/9/2016 18:51,VV:09 3,0.75,36,36,36,100,3,320
1/9/2016 18:56,VV:09 3,0.75,36,36,35,97,0,0
1/9/2016 19:03,OVC:08 2,1,36,36,35,97,0,0
1/9/2016 19:23,OVC:08 2,0.75,35,35,35,100,0,0
1/9/2016 19:56,VV:09 2,0.5,35,35,35,100,5,300
1/9/2016 20:38,VV:09 3,0.25,35,35,35,100,3,270
1/9/2016 20:56,VV:09 2,0.25,35,35,35,100,0,0
1/9/2016 21:54,VV:09 3,0.25,36,35,34,93,0,0
1/9/2016 21:56,VV:09 3,0.25,35,35,34,96,0,0
1/9/2016 22:10,VV:09 3,0.5,35,34,32,89,0,0
1/9/2016 22:56,VV:09 3,0.5,35,35,34,96,0,0
1/9/2016 23:54,VV:09 2,0.25,36,35,34,93,0,0
1/9/2016 23:56,VV:09 2,0.25,35,35,34,96,0,0
1/9/2016 23:59,,,,,,,,
1/10/2016 0:15,VV:09 2,0.25,34,34,34,100,0,0
1/10/2016 0:56,VV:09 2,0.25,34,34,34,100,0,0
1/10/2016 1:35,VV:09 3,0.5,35,35,34,96,0,0
1/10/2016 1:56,VV:09 3,0.5,35,35,34,96,0,0
1/10/2016 2:56,VV:09 3,0.50s,36,34,31,82,0,0
1/10/2016 3:56,OVC:08 2,1,36,34,31,82,3,20
1/10/2016 4:24,OVC:08 2,0.50s,37,35,31,79,3,30
1/10/2016 4:56,VV:09 3,0.50s,38,35,31,76,8,30
1/10/2016 5:56,VV:09 3,0.50s,39,36,31,73,8,40
1/10/2016 6:56,VV:09 3,0.75,40,36,31,70,6,70
1/10/2016 7:53,OVC:08 3,3,45,39,30,57,13,80
1/10/2016 7:54,OVC:08 5,3,45,39,30,57,14,80
1/10/2016 7:56,OVC:08 5,3,45,39,30,56,14,90
1/10/2016 8:10,OVC:08 3,3,45,39,31,58,11,100
1/10/2016 8:56,OVC:08 3,3,46,39,30,54,18,100
1/10/2016 9:03,OVC:08 5,8,46,39,30,54,17,100
1/10/2016 9:21,OVC:08 3,2,47,40,30,52,15,110
1/10/2016 9:56,OVC:08 3,2,47,40,30,52,15,100
1/10/2016 10:56,OVC:08 3,2,48,40,30,50,22,100
1/10/2016 11:03,OVC:08 5,4,48,40,30,50,18,100
1/10/2016 11:33,BKN:07 6 OVC:08 15,2,49,41,29,46,25,110
1/10/2016 11:54,OVC:08 6,4,48,40,28,46,20,100
1/10/2016 11:56,OVC:08 6,3,49,41,29,46,23,100
1/10/2016 12:22,BKN:07 7 OVC:08 13,2.5,50,41,28,43,18,110
1/10/2016 12:29,BKN:07 7 OVC:08 13,4,50,41,29,44,17,110
1/10/2016 12:56,OVC:08 5,3,51,41,27,39,14,120
1/10/2016 13:11,SCT:04 8 BKN:07 15 OVC:08 55,2.5,52,41,27,38,16,120
1/10/2016 13:15,BKN:07 9 BKN:07 31 OVC:08 60,2.5,52,41,27,38,13,130
1/10/2016 13:54,BKN:07 8,3,54,42,27,35,11,110
1/10/2016 13:56,BKN:07 8,3,53,42,26,35,11,120
1/10/2016 14:00,OVC:08 8,2,53,42,26,35,9,120
1/10/2016 14:44,SCT:04 8 BKN:07 16 OVC:08 21,3,56,41,20,24,10,150
1/10/2016 14:51,BKN:07 10 OVC:08 16,6,55,40,16,21,11,150
1/10/2016 14:56,OVC:08 12,9,56,41,19,24,9,140
1/10/2016 15:11,BKN:07 10 OVC:08 13,2,56,41,19,24,13,150
1/10/2016 15:23,BKN:07 8 BKN:07 22 OVC:08 85,2,56,41,20,24,15,130
1/10/2016 15:29,SCT:04 9 BKN:07 24 OVC:08 90,4,56,42,23,28,10,140
1/10/2016 15:43,BKN:07 8 BKN:07 18 OVC:08 90,8,56,41,20,24,14,140
1/10/2016 15:56,BKN:07 6,4,56,42,23,28,16,140
1/10/2016 16:03,FEW:02 9 SCT:04 12 OVC:08 21,2.5,56,42,23,28,13,120
1/10/2016 16:10,SCT:04 8 BKN:07 21 OVC:08 85,5,56,42,21,26,11,130
1/10/2016 16:20,SCT:04 10 BKN:07 32 OVC:08 80,6,57,43,22,26,11,150
1/10/2016 16:31,BKN:07 13 BKN:07 46 OVC:08 80,5,57,42,21,25,11,150
1/10/2016 16:48,BKN:07 15 BKN:07 21 OVC:08 65,5,57,42,21,25,10,150
1/10/2016 16:54,BKN:07 13 OVC:08 20,5,57,42,21,25,11,160
1/10/2016 16:56,BKN:07 13 OVC:08 20,5,58,43,22,25,13,160
1/10/2016 17:56,OVC:08 12,10,59,43,20,22,16,180
1/10/2016 18:56,BKN:07 12 BKN:07 23,7,58,43,22,25,17,200
1/10/2016 19:30,FEW:02 23 SCT:04 30,10,57,42,22,26,13,200
1/10/2016 19:56,FEW:02 28 SCT:04 38 BKN:07 55,10,57,42,21,25,13,230
1/10/2016 20:56,SCT:04 85,10,54,41,21,28,14,230
1/10/2016 21:56,OVC:08 100,10,52,40,23,32,8,230
1/10/2016 22:56,FEW:02 26 SCT:04 38,10,50,42,31,48,11,210
1/10/2016 23:56,BKN:07 55,10,49,41,31,50,10,240
1/10/2016 23:59,,,,,,,,
1/11/2016 0:48,BKN:07 27 OVC:08 35,10,43,38,31,63,21,280
1/11/2016 0:56,OVC:08 27,10,42,37,31,65,22,280
1/11/2016 1:19,OVC:08 33,10,40,35,28,63,24,290
1/11/2016 1:56,FEW:02 33 SCT:04 45,10,38,33,26,62,17,280
1/11/2016 2:56,OVC:08 50,10,37,32,24,59,17,290
1/11/2016 3:56,BKN:07 41,10,36,31,22,57,16,280
1/11/2016 4:56,CLR:00,10,33,28,17,52,13,280
1/11/2016 5:56,CLR:00,10,32,27,15,50,21,280
1/11/2016 6:56,CLR:00,10,30,24,9,41,25,270
1/11/2016 7:56,CLR:00,10,29,23,9,43,20,280
1/11/2016 8:56,CLR:00,10,30,24,9,41,14,270
1/11/2016 9:56,CLR:00,10,31,24,8,38,20,270
1/11/2016 10:56,SCT:04 45,10,32,25,7,35,18,290
1/11/2016 11:56,FEW:02 60,10,33,25,6,32,16,270
1/11/2016 12:56,SCT:04 50,10,32,24,4,30,18,260
1/11/2016 13:56,CLR:00,10,32,24,4,30,16,260
1/11/2016 14:56,CLR:00,10,31,23,2,29,20,280
1/11/2016 15:56,SCT:04 50,10,30,22,0,27,16,270
1/11/2016 16:56,CLR:00,10,28,21,2,32,13,270
1/11/2016 17:56,CLR:00,10,27,21,3,35,14,260
1/11/2016 18:56,CLR:00,10,26,20,4,38,7,270
1/11/2016 19:56,CLR:00,10,25,19,3,39,9,260
1/11/2016 20:56,CLR:00,10,24,19,2,38,7,270
1/11/2016 21:56,CLR:00,10,23,18,2,40,7,260
1/11/2016 22:56,CLR:00,10,23,18,2,40,8,270
1/11/2016 23:56,CLR:00,10,20,16,3,48,3,230
1/11/2016 23:59,,,,,,,,
1/12/2016 0:56,CLR:00,10,20,16,3,48,3,260
1/12/2016 1:56,CLR:00,10,19,15,4,51,3,270
1/12/2016 2:56,CLR:00,10,18,15,7,62,0,0
1/12/2016 3:56,CLR:00,10,17,15,10,74,0,0
1/12/2016 4:56,CLR:00,10,15,14,9,77,0,0
1/12/2016 5:56,CLR:00,10,15,14,9,77,0,0
1/12/2016 6:56,CLR:00,10,14,13,9,80,0,0
1/12/2016 7:56,CLR:00,10,17,15,11,77,0,0
1/12/2016 8:56,CLR:00,10,19,17,13,77,0,0
1/12/2016 9:56,CLR:00,10,26,21,8,46,7,140
1/12/2016 10:56,SCT:04 220,10,30,24,7,38,11,140
1/12/2016 11:56,CLR:00,10,31,25,9,40,9,170
1/12/2016 12:56,OVC:08 80,10,33,26,12,42,15,160
1/12/2016 13:56,SCT:04 70 BKN:07 110,10,34,27,13,42,9,180
1/12/2016 14:56,BKN:07 70,10,35,29,16,46,6,150
1/12/2016 15:56,SCT:04 34 BKN:07 42 OVC:08 70,10,35,29,18,50,6,130
1/12/2016 16:32,BKN:07 29 OVC:08 36,10,35,30,20,54,7,110
1/12/2016 16:56,OVC:08 20,4,35,31,24,64,8,120
1/12/2016 17:56,OVC:08 25,2,34,32,29,82,9,140
1/12/2016 18:17,OVC:08 17,1.5,33,32,30,89,10,130
1/12/2016 18:31,BKN:07 12 OVC:08 19,1,32,32,31,96,8,140
1/12/2016 18:54,BKN:07 17 BKN:07 29 OVC:08 47,1.75,32,31,30,93,9,140
1/12/2016 18:56,BKN:07 17 BKN:07 29 OVC:08 36,1.75,32,32,31,96,10,140
1/12/2016 18:58,BKN:07 8,1.75,32,32,31,96,9,130
1/12/2016 19:27,BKN:07 8,0.5,32,32,31,96,10,150
1/12/2016 19:52,SCT:04 5 OVC:08 9,1.25,32,31,30,93,8,280
1/12/2016 19:56,OVC:08 5,1,32,32,31,96,3,VRB
1/12/2016 20:29,SCT:04 6 OVC:08 15,1.5,32,32,31,96,0,0
1/12/2016 20:38,SCT:04 6 BKN:07 15 OVC:08 85,3,32,32,31,96,0,0
1/12/2016 20:56,SCT:04 3 BKN:07 16 OVC:08 95,5,31,31,31,100,0,0
1/12/2016 21:05,BKN:07 3 BKN:07 26 OVC:08 100,4,31,31,31,100,0,0
1/12/2016 21:36,SCT:04 4 BKN:07 18 OVC:08 26,10,31,31,30,96,3,260
1/12/2016 21:56,FEW:02 4 BKN:07 24 OVC:08 31,10,31,31,30,96,3,250
1/12/2016 22:47,SCT:04 25,3,29,29,28,96,0,0
1/12/2016 22:53,FEW:02 25,1.75,28,28,28,100,0,0
1/12/2016 22:54,FEW:02 25,1.75,29,29,28,96,0,0
1/12/2016 22:57,FEW:02 3 SCT:04 25,2,28,28,28,100,0,0
1/12/2016 23:10,BKN:07 3,1,28,28,27,96,0,0
1/12/2016 23:18,BKN:07 2,0.5,26,26,25,96,0,0
1/12/2016 23:22,OVC:08 2,0.25,26,25,24,92,0,0
1/12/2016 23:56,VV:09 1,0.25,27,27,26,96,0,0
1/12/2016 23:59,,,,,,,,
1/13/2016 0:14,VV:09 2,0.25,26,26,25,96,5,220
1/13/2016 0:56,VV:09 2,0.25,25,25,24,96,0,0
1/13/2016 1:01,VV:09 2,0.5,25,25,24,96,3,250
1/13/2016 1:08,SCT:04 2 BKN:07 85 BKN:07 100,2.5,25,25,24,96,0,0
1/13/2016 1:15,FEW:02 2 BKN:07 85 BKN:07 100,10,25,25,24,96,6,250
1/13/2016 1:56,FEW:02 19 SCT:04 41 OVC:08 55,10,24,23,22,91,13,270
1/13/2016 2:56,BKN:07 80 OVC:08 95,10,23,20,14,68,11,280
1/13/2016 3:56,FEW:02 100,10,22,19,12,66,14,270
1/13/2016 4:56,CLR:00,10,23,20,12,63,20,270
1/13/2016 5:56,CLR:00,10,23,20,11,60,13,250
1/13/2016 6:56,CLR:00,10,24,20,10,55,14,270
1/13/2016 7:56,CLR:00,10,24,20,9,52,17,270
1/13/2016 8:56,FEW:02 50,10,24,19,7,48,20,270
1/13/2016 9:56,CLR:00,10,25,20,5,42,22,290
1/13/2016 10:56,CLR:00,10,26,20,5,40,25,290
1/13/2016 11:56,SCT:04 60,10,27,21,6,41,13,280
1/13/2016 12:56,SCT:04 60,10,26,20,4,38,17,280
1/13/2016 13:56,CLR:00,10,26,20,3,37,22,270
1/13/2016 14:56,CLR:00,10,27,20,1,32,16,280
1/13/2016 15:56,CLR:00,10,25,19,0,33,17,280
1/13/2016 16:56,CLR:00,10,23,18,2,40,17,300
1/13/2016 17:56,CLR:00,10,22,17,-1,36,9,270
1/13/2016 18:56,CLR:00,10,21,16,-1,38,10,270
1/13/2016 19:56,CLR:00,10,20,15,-1,40,11,280
1/13/2016 20:56,CLR:00,10,19,15,0,43,8,260
1/13/2016 21:56,CLR:00,10,17,14,3,54,5,220
1/13/2016 22:56,CLR:00,10,17,14,2,51,3,230
1/13/2016 23:56,CLR:00,10,19,15,4,51,7,240
